Street Name,Low Range,High Range,Side,,Ward
MARY ST,1103,1161,O,07201,5
MARY ST,1163,1175,O,07201,4
MARY ST,1174,1184,E,07201,4
MARY ST,1206,1206,E,07201,4
MC KINLEY ST,650,722,E,07202,2
MC KINLEY ST,651,729,O,07202,2
MC LAIN ST,911,931,O,07202,2
MC LAIN ST,912,924,E,07202,2
MEADOW ST,581,595,O,07201,5
MEADOW ST,604,708,E,07201,5
MEADOW ST,605,631,O,07201,5
MELLON PL,209,225,O,07208,3
MELLON PL,210,224,E,07208,3
MELROSE TER,5,31,O,07208,3
MELROSE TER,8,34,E,07208,3
MEREDITH AVE,921,961,O,07202,2
MEREDITH AVE,926,962,E,07202,2
MIGLIORE MNR,1,23,O,07206,1
MIGLIORE MNR,2,24,E,07206,1
MILLER ST,109,141,O,07201,1
MONMOUTH RD,9,37,O,07208,3
MONMOUTH RD,12,40,E,07208,3
MONMOUTH RD,100,168,E,07208,3
MONMOUTH RD,105,249,O,07208,3
MONMOUTH RD,172,250,E,07208,3
MONMOUTH RD,300,410,E,07208,3
MONMOUTH RD,301,397,O,07208,3
MONROE AVE,440,480,E,07201,5
MONROE AVE,441,485,O,07201,5
MONROE AVE,500,598,E,07201,5
MONROE AVE,503,599,O,07201,5
MONROE AVE,600,742,E,07201,5
MONROE AVE,601,855,O,07201,5
MONROE AVE,816,1100,E,07201,5
MONROE AVE,911,1059,O,07201,5
MONTGOMERY PL,359,359,O,07202,6
MONTGOMERY ST,606,670,E,07202,2
MONTGOMERY ST,609,669,O,07202,6
MORRELL ST,19,35,O,07201,6
MORRIS AVE,249,371,O,07208,4
MORRIS AVE,260,376,E,07208,4
MORRIS AVE,404,536,E,07208,4
MORRIS AVE,405,609,O,07208,4
MORRIS AVE,578,578,E,07208,3
MORRISTOWN RD,6,28,E,07208,3
MORRISTOWN RD,15,25,O,07208,3
MORRISTOWN RD,106,170,E,07208,3
MORRISTOWN RD,123,175,O,07208,3
MORSES MILL RD,732,742,E,07202,2
MRAVLAG MNR,1,19,O,07202,2
MRAVLAG MNR,2,20,E,07202,2
MRAVLAG MNR,21,51,O,07202,2
MRAVLAG MNR,22,52,E,07202,2
MSGR KEMEZIS PL,212,242,E,07206,1
MSGR KEMEZIS PL,215,219,O,07206,1
MURIEL PKWY,508,542,E,07208,3
MURIEL PKWY,509,545,O,07208,3
MURRAY ST,103,149,O,07202,6
MURRAY ST,114,146,E,07202,6
MURRAY ST,151,253,O,07202,6
MURRAY ST,210,262,E,07202,6
MURRAY ST,300,356,E,07202,6
MURRAY ST,313,331,O,07202,6
MURRAY ST,411,437,O,07202,2
MURRAY ST,503,743,O,07202,2
MURRAY ST,710,808,E,07202,2
MURRAY ST,745,831,O,07202,2
MURRAY ST,810,812,E,07202,2
MYRTLE ST,529,599,O,07202,2
MYRTLE ST,536,598,E,07202,2
MYRTLE ST,600,656,E,07202,2
MYRTLE ST,601,639,O,07202,2
MYRTLE ST,700,862,E,07202,2
MYRTLE ST,723,863,O,07202,2
N BROAD ST,250,320,E,07208,4
N BROAD ST,259,259,O,07208,5
N BROAD ST,271,271,O,07208,4
N BROAD ST,273,323,O,07208,5
N BROAD ST,414,414,E,07208,4
N BROAD ST,425,425,O,07208,4
N BROAD ST,440,440,E,07208,4
N BROAD ST,455,455,O,07208,4
N BROAD ST,524,524,E,07208,4
N BROAD ST,539,665,O,07208,4
N BROAD ST,630,712,E,07208,4
N BROAD ST,701,781,O,07208,4
N BROAD ST,734,920,E,07208,4
N BROAD ST,801,1015,O,07208,4
N BROAD ST,1019,1019,O,07208,4
N BROAD ST,1025,1025,O,07208,4
NECK LA,1023,1079,O,07201,5
NECK LA,1046,1058,E,07201,5
NECK LA,1068,1084,E,07201,5
NELSON AVE,368,376,E,07202,2
NEW POINT RD,521,525,O,07206,5
NEW POINT RD,606,644,E,07206,1
NEW POINT RD,641,661,O,07206,1
NEW POINT RD,729,729,O,07201,6
NEW YORK AVE,320,352,E,07202,2
NEW YORK AVE,321,323,O,07202,2
NEW YORK AVE,343,363,O,07202,2
NEW YORK AVE,408,520,E,07202,2
NEW YORK AVE,421,513,O,07202,2
NEW YORK AVE,529,529,O,07202,2
NEWARK AVE,553,585,O,07208,4
NEWARK AVE,601,715,O,07208,4
NEWARK AVE,614,650,E,07208,4
NEWARK AVE,700,778,E,07208,4
NEWARK AVE,717,735,O,07208,4
NEWARK AVE,840,860,E,07208,4
NEWARK AVE,963,963,O,07208,4
NEWCOMB PL,8,20,E,07202,2
NEWCOMB PL,9,19,O,07202,2
NILES ST,1,233,O,07202,6
NILES ST,10,234,E,07202,6
NILES ST,307,501,O,07202,6
NILES ST,310,522,E,07202,6
NORTH AVE,14,34,E,07208,4
NORTH AVE,52,52,E,07208,4
NORTH AVE,448,448,E,07208,3
NORTH AVE,463,541,O,07208,3
NORTH AVE,464,464,E,07208,3
NORTH AVE,1003,1037,O,07201,5
NORTH AVE,1006,1018,E,07201,5
NORTH AVE,1020,1058,E,07201,5
NORTH AVE,1039,1059,O,07201,5
NORTH AVE,1060,1096,E,07201,5
NORTH AVE,1061,1079,O,07201,5
NORTH AVE,1100,1138,E,07201,5
NORTH AVE,1300,1302,E,07208,4
NORTH AVE,1304,1380,E,07208,4
NORTH AVE,1317,1339,O,07208,4
NORTH AVE,1341,1381,O,07208,4
NORWOOD TER,608,668,E,07202,6
NORWOOD TER,609,667,O,07202,6
OAK ST,208,212,E,07201,5
OAK ST,238,238,E,07201,5
OAKWOOD PL,1,1,O,07208,4
OAKWOOD PL,9,33,O,07208,4
OAKWOOD PL,12,34,E,07208,4
OGDEN ST,704,762,E,07202,2
OGDEN ST,743,759,O,07202,2
OLD RD,740,764,E,07202,2
OLD RD,743,763,O,07202,2
OLIVE ST,855,957,O,07201,5
OLIVE ST,902,950,E,07201,5
OLIVE ST,1011,1035,O,07201,5
OLIVE ST,1014,1036,E,07201,5
ORCHARD ST,14,168,E,07208,4
ORCHARD ST,19,165,O,07208,4
ORCHARD ST,200,268,E,07208,3
ORCHARD ST,205,267,O,07208,3
PALISADE RD,3,71,O,07208,3
PALISADE RD,6,80,E,07208,3
PALISADE RD,111,231,O,07208,3
PALISADE RD,118,230,E,07208,3
PALISADE RD,301,341,O,07208,3
PALISADE RD,314,324,E,07208,3
PALMER ST,9,233,O,07202,6
PALMER ST,10,240,E,07202,6
PALMER ST,308,408,E,07202,6
PALMER ST,311,329,O,07202,6
PALMER ST,401,401,O,07202,6
PARK AVE,604,652,E,07208,3
PARK AVE,629,745,O,07208,3
PARK AVE,700,976,E,07208,3
PARK AVE,801,891,O,07208,3
PARK AVE,905,1009,O,07208,3
PARK PL,138,166,E,07206,1
PARK VIEW TER,800,830,E,07202,2
PARK VIEW TER,801,825,O,07202,2
PARKER RD,20,32,E,07208,4
PARKER RD,40,72,E,07208,4
PARKER RD,41,81,O,07208,4
PARKER RD,100,150,E,07208,4
PARKER RD,107,141,O,07208,4
PARKER RD,143,243,O,07208,4
PARKER RD,152,230,E,07208,4
PARKER RD,300,316,E,07208,4
PARKER RD,301,305,O,07208,4
PARMALEE PL,232,2410,E,07208,3
PARMALEE PL,235,245,O,07208,3
PEARL ST,236,236,E,07202,6
PEARL ST,311,313,O,07202,6
PEARL ST,325,331,O,07202,6
PEARL ST,600,600,E,07202,6
PEARL ST,641,641,O,07202,6
PEARL ST,714,826,E,07202,2
PEARL ST,745,815,O,07202,6
PENNINGTON ST,315,357,O,07202,3
PENNINGTON ST,316,358,E,07202,3
PENNINGTON ST,401,531,O,07202,3
PENNINGTON ST,426,546,E,07202,3
PENNINGTON ST,533,535,O,07202,3
PENNINGTON ST,704,898,E,07202,3
PENNINGTON ST,711,949,O,07202,3
PENNINGTON ST,900,938,E,07202,3
PENNSYLVANIA AVE,541,571,O,07201,4
PENNSYLVANIA AVE,566,606,E,07201,4
PENNSYLVANIA AVE,608,716,E,07201,4
PENNSYLVANIA AVE,627,629,O,07201,4
PENNSYLVANIA AVE,727,727,O,07201,4
PERSHING AVE,9,27,O,07202,2
PERSHING AVE,10,28,E,07202,2
PERSHING AVE,45,59,O,07202,2
PERSHING AVE,46,60,E,07202,2
PINE ST,39,155,O,07206,1
PINE ST,66,84,E,07206,1
PINE ST,116,134,E,07206,1
PINE ST,208,254,E,07206,1
PINE ST,209,259,O,07206,1
PINE ST,306,350,E,07206,1
PINE ST,309,311,O,07206,1
PINGRY PL,19,27,O,07208,4
PIONEER HOMES,1,55,O,07206,1
PIONEER HOMES,2,56,E,07206,1
POLONIA AVE,708,724,E,07202,2
POLONIA AVE,709,717,O,07202,2
PORT AVE,60,80,E,07206,1
PORT AVE,101,141,O,07206,1
PORT AVE,108,156,E,07206,1
PORT AVE,143,155,O,07206,1
PORT AVE,208,266,E,07206,1
PORT AVE,209,237,O,07206,1
PORT AVE,241,267,O,07206,1
PRINCE ST,34,44,E,07208,4
PRINCE ST,75,75,O,07208,4
PRINCETON RD,6,56,E,07208,3
PRINCETON RD,17,67,O,07208,3
PRINCETON RD,103,163,O,07208,3
PRINCETON RD,114,202,E,07208,3
PROSPECT ST,7,37,O,07201,6
PROSPECT ST,16,44,E,07201,6
PULASKI ST,629,663,O,07202,2
RACE ST,109,161,O,07202,2
RACE ST,110,164,E,07202,2
RAHWAY AVE,215,245,O,07202,6
RAHWAY AVE,216,226,E,07202,6
RAHWAY AVE,301,319,O,07202,6
RAHWAY AVE,326,356,E,07202,6
RAHWAY AVE,345,345,O,07202,6
RAHWAY AVE,414,482,E,07202,2
RAHWAY AVE,419,535,O,07202,2
RAHWAY AVE,702,766,E,07202,2
RAHWAY AVE,713,735,O,07202,2
RAHWAY AVE,737,831,O,07202,2
RAHWAY AVE,768,770,E,07202,2
RAHWAY AVE,830,830,E,07202,2
RANKIN ST,10,238,E,07206,1
RANKIN ST,17,231,O,07206,2
RAYMOND TER,1,55,O,07208,3
RAYMOND TER,14,120,E,07208,3
REBECCA PL,482,852,E,07201,6
REBECCA PL,815,855,O,07201,6
REDCLIFFE ST,300,438,E,07206,2
REDCLIFFE ST,301,439,O,07206,2
REID ST,1,47,O,07201,6
REID ST,2,56,E,07201,6
REID ST,112,146,E,07201,6
REID ST,151,265,O,07201,5
REID ST,156,184,E,07201,5
RICHFORD TER,1037,1141,O,07202,2
RICHMOND ST,434,558,E,07202,2
RICHMOND ST,501,553,O,07202,2
RIPLEY PL,108,154,E,07206,1
RIPLEY PL,121,163,O,07206,1
RIPLEY PL,210,232,E,07206,1
RIPLEY PL,211,265,O,07206,1
RIVERSIDE DR,501,563,O,07208,4
RIVERSIDE DR,502,558,E,07208,4
ROANOKE AVE,819,827,O,07208,4
ROANOKE AVE,820,820,E,07208,4
ROOSEVELT ST,910,924,E,07202,2
ROOSEVELT ST,911,927,O,07202,2
ROSEHILL PL,306,356,E,07202,2
ROSEHILL PL,311,347,O,07202,2
ROSEHILL PL,400,446,E,07202,2
ROSEHILL PL,401,459,O,07202,2
ROSEWOOD PL,14,24,E,07208,4
ROSEWOOD PL,15,23,O,07208,4
RUSSELL PL,410,422,E,07202,2
RUSSELL PL,413,421,O,07202,2
S BROAD ST,227,355,O,07202,2
S BROAD ST,338,508,E,07202,2
S BROAD ST,409,511,O,07202,2
S BROAD ST,513,657,O,07202,2
S BROAD ST,518,598,E,07202,2
S BROAD ST,600,668,E,07202,2
S BROAD ST,740,764,E,07202,2
S BROAD ST,745,765,O,07202,2
S ELMORA AVE,926,926,E,07202,2
S ELMORA AVE,931,943,O,07202,2
S ELMORA AVE,1036,1128,E,07202,2
S ELMORA AVE,1041,1129,O,07202,2
S FIFTH ST,10,434,E,07206,2
S FIFTH ST,13,539,O,07206,6
S FRONT ST,1,5,O,07202,2
S PARK ST,60,154,E,07206,1
S PARK ST,67,155,O,07206,1
S PARK ST,307,339,O,07206,1
S PARK ST,314,338,E,07206,1
S PARK ST,508,724,E,07206,5
S PARK ST,509,509,O,07206,5
S PARK ST,527,699,O,07206,5
S PARK ST,701,743,O,07201,5
S PARK ST,765,765,O,07201,5
S PEARL ST,301,335,O,07202,6
S REID ST,7,29,O,07201,6
S REID ST,10,32,E,07201,6
S SECOND ST,9,239,O,07206,1
S SECOND ST,12,12,E,07206,1
S SECOND ST,18,72,E,07206,1
S SEVENTH ST,10,28,E,07202,6
S SEVENTH ST,15,233,O,07202,6
S SEVENTH ST,38,38,E,07202,6
S SEVENTH ST,308,414,E,07202,6
S SEVENTH ST,309,409,O,07202,6
S SPRING ST,5,21,O,07201,6
S SPRING ST,50,336,E,07201,6
SAILER CT,3,9,O,07201,5
SAILER CT,4,10,E,07201,5
SALEM AVE,610,712,E,07208,4
SALEM AVE,637,703,O,07208,4
SALEM AVE,724,746,E,07208,4
SALEM AVE,735,815,O,07208,4
SALEM PARK,1,639,O,07208,4
SALEM PARK,2,14,E,07208,4
SAYRE ST,10,162,E,07208,4
SAYRE ST,15,163,O,07208,4
SCHILLER ST,408,470,E,07206,1
SCHILLER ST,411,417,O,07206,1
SCOTLAND RD,15,37,O,07208,4
SCOTLAND RD,20,36,E,07208,4
SECOND AVE,202,202,E,07206,1
SECOND AVE,207,207,O,07206,1
SECOND AVE,226,226,E,07206,1
SECOND AVE,244,326,E,07206,1
SECOND AVE,307,307,O,07206,1
SECOND AVE,325,329,O,07206,1
SECOND AVE,428,466,E,07206,2
SECOND AVE,509,509,O,07202,6
SECOND AVE,520,574,E,07202,6
SECOND AVE,549,575,O,07202,6
SECOND AVE,600,852,E,07202,6
SECOND AVE,601,847,O,07202,6
SECOND AVE,900,904,E,07201,6
SECOND ST,7,33,O,07206,1
SECOND ST,30,214,E,07206,1
SECOND ST,59,183,O,07206,1
SECOND ST,201,229,O,07206,1
SECOND ST,216,324,E,07206,1
SECOND ST,233,347,O,07206,1
SEIB AVE,1036,1138,E,07202,2
SEIB AVE,1037,1141,O,07202,2
SEVENTH ST,29,35,O,07201,6
SEVENTH ST,46,52,E,07201,6
SEVENTH ST,61,65,O,07201,6
SEVENTH ST,106,122,E,07201,1
SEVENTH ST,143,187,O,07201,5
SEVENTH ST,146,146,E,07201,5
SHELLEY AVE,151,233,O,07208,3
SHELLEY AVE,168,230,E,07208,3
SHERIDAN AVE,812,1060,E,07208,4
SHERIDAN AVE,837,1123,O,07208,4
SHERIDAN AVE,1100,1120,E,07208,4
SHERIDAN AVE,1132,1132,E,07208,4
SHERMAN AVE,1016,1016,E,07208,4
SIXTH ST,46,52,E,07206,6
SIXTH ST,47,47,O,07206,1
SIXTH ST,87,115,O,07206,1
SIXTH ST,183,183,O,07206,5
SMITH ST,2,52,E,07201,6
SMITH ST,5,49,O,07201,6
SMITH ST,111,145,O,07201,6
SMITH ST,118,146,E,07201,6
SMITH ST,150,168,E,07201,5
SMITH ST,157,169,O,07201,5
SOUTH ST,200,226,E,07202,6
SOUTH ST,209,241,O,07202,6
SOUTH ST,243,321,O,07202,6
SOUTH ST,308,336,E,07202,6
SOUTH ST,323,323,O,07202,6
SOUTH ST,608,658,E,07202,6
SOUTH ST,714,898,E,07202,2
SOUTH ST,725,969,O,07202,2
SOUTH ST,900,932,E,07202,2
SPENCER ST,9,239,O,07202,6
SPENCER ST,10,302,E,07202,6
SPENCER ST,305,531,O,07202,6
SPENCER ST,306,536,E,07202,6
SPOFFORD AVE,920,954,E,07202,2
SPOFFORD AVE,923,951,O,07202,2
SPRING ST,8,26,E,07201,6
SPRING ST,9,39,O,07201,6
SPRING ST,175,403,O,07201,5
SPRING ST,178,216,E,07201,5
SPRING ST,400,400,E,07201,5
SPRING ST,426,530,E,07201,5
SPRING ST,433,433,O,07201,5
SPRING ST,451,523,O,07201,5
SPRING ST,548,550,E,07201,5
SPRING ST,562,564,E,07201,5
SPRING ST,604,908,E,07201,5
SPRING ST,853,853,O,07201,5
SPRINGFIELD RD,13,121,O,07208,3
SPRINGFIELD RD,14,18,E,07208,3
SPRINGFIELD RD,100,164,E,07208,3
SPRINGFIELD RD,123,175,O,07208,3
SPRINGFIELD RD,166,252,E,07208,3
SPRINGFIELD RD,177,215,O,07208,3
SPRINGFIELD RD,231,231,O,07208,3
SPRINGFIELD RD,322,390,E,07208,3
SPRINGFIELD RD,343,343,O,07208,3
STANDISH ST,164,174,E,07202,3
STANDISH ST,167,179,O,07202,3
STANLEY TER,1350,1358,E,07208,4
STANLEY TER,1351,1363,O,07208,4
STANTON AVE,813,941,O,07208,4
STANTON AVE,816,1020,E,07208,4
STANTON AVE,1027,1033,O,07208,4
STATE HIGHWAY 1 & 9,725,725,O,07202,2
STEWART PL,2,18,E,07202,2
STEWART PL,5,21,O,07202,2
STILES ST,14,38,E,07208,4
STILES ST,25,35,O,07208,4
STILES ST,100,326,E,07208,3
STILES ST,117,197,O,07208,3
STILES ST,205,339,O,07208,3
SUMMER ST,584,626,E,07202,2
SUMMER ST,628,662,E,07202,2
SUMMER ST,641,695,O,07202,2
SUMMER ST,664,684,E,07202,2
SUMMER ST,701,813,O,07202,2
SUMMER ST,708,724,E,07202,2
SUMMER ST,800,848,E,07202,2
SUMMER ST,815,849,O,07202,2
SUMMIT RD,2,90,E,07208,3
SUMMIT RD,15,97,O,07208,3
SUMMIT RD,106,112,E,07208,3
SUMMIT RD,111,325,O,07208,3
SUMMIT RD,122,320,E,07208,3
TEMPLETON ARMS,1,5,O,07208,4
TEMPLETON ARMS,2,32,E,07208,4
TEMPLETON ARMS,9,633,O,07208,4
THIRD AVE,209,227,O,07206,1
THIRD AVE,368,418,E,07206,1
THIRD AVE,420,472,E,07206,2
THIRD AVE,425,471,O,07206,2
THIRD AVE,521,575,O,07202,6
THIRD AVE,524,574,E,07202,6
THIRD AVE,601,853,O,07202,6
THIRD AVE,606,856,E,07202,6
THIRD AVE,901,901,O,07201,6
THIRD AVE,902,914,E,07201,6
THIRD ST,6,236,E,07206,1
THIRD ST,7,215,O,07206,1
THIRD ST,217,307,O,07206,1
THIRD ST,260,260,E,07206,1
THIRD ST,444,444,E,07206,1
THOMAS ST,704,760,E,07202,2
THOMAS ST,705,763,O,07202,2
THOMPSON LA,1080,1080,E,07201,6
TRINITY PL,421,431,O,07201,4
TRINITY PL,430,430,E,07201,4
TROTTERS LA,14,60,E,07208,4
TROTTERS LA,509,513,O,07208,4
TROTTERS LA,523,535,O,07208,4
TRUMBULL ST,210,264,E,07206,1
TRUMBULL ST,628,698,E,07206,5
TRUMBULL ST,720,758,E,07201,5
TUDOR CT,4,24,E,07208,4
TUDOR CT,11,19,O,07208,4
UNION AVE,309,485,O,07208,4
UNION AVE,326,326,E,07208,4
UNION AVE,344,344,E,07208,4
UNION AVE,408,618,E,07208,4
UNION AVE,487,725,O,07208,4
UNION AVE,620,678,E,07208,4
UNION ST,245,245,O,07208,4
URSINO PL,4,16,E,07208,4
URSINO PL,5,11,O,07208,4
VAN BUREN AVE,630,658,E,07201,5
VAN BUREN AVE,641,927,O,07201,5
VAN BUREN AVE,708,752,E,07201,5
VAN BUREN AVE,808,962,E,07201,5
VERONA AVE,301,315,O,07208,3
VERONA AVE,302,454,E,07208,3
VERONA AVE,329,451,O,07208,3
VINE ST,208,246,E,07202,6
VINE ST,209,259,O,07202,6
VINE ST,261,351,O,07202,6
VINE ST,310,350,E,07202,6
VINE ST,408,530,E,07202,2
VINE ST,700,828,E,07202,2
VINE ST,733,829,O,07202,2
VIRGINIA ST,1085,1099,O,07201,5
VIRGINIA ST,1108,1116,E,07201,5
VIRGINIA ST,1270,1276,E,07208,4
VIRGINIA ST,1273,1279,O,07208,4
VIRGINIA ST,1301,1345,O,07208,4
VISTA AVE,2,44,E,07208,3
VISTA AVE,9,35,O,07208,3
W END AVE,345,365,O,07202,3
W END AVE,403,519,O,07202,3
W END AVE,406,532,E,07202,3
W END PL,1,441,O,07202,6
W END PL,2,38,E,07202,6
W GRAND ST,7,7,O,07201,4
W GRAND ST,53,55,O,07202,4
W GRAND ST,80,144,E,07202,3
W GRAND ST,101,415,O,07202,3
W GRAND ST,210,450,E,07202,3
W GRAND ST,535,535,O,07202,3
W GRAND ST,752,970,E,07202,3
W JERSEY ST,93,99,O,07202,6
W JERSEY ST,105,337,O,07202,3
W JERSEY ST,110,146,E,07202,6
W JERSEY ST,148,260,E,07202,6
W JERSEY ST,310,330,E,07202,6
W JERSEY ST,430,430,E,07202,6
W MRAVLAG PL,9,9,O,07201,5
W MRAVLAG PL,20,20,E,07201,6
W MRAVLAG PL,45,45,O,07201,6
W MRAVLAG PL,46,52,E,07201,6
WALNUT ST,310,320,E,07201,5
WALNUT ST,411,475,O,07201,5
WALNUT ST,436,598,E,07201,4
WALNUT ST,513,589,O,07201,5
WALNUT ST,933,953,O,07201,5
WASHINGTON AVE,108,346,E,07202,2
WASHINGTON AVE,111,357,O,07202,2
WASHINGTON AVE,408,420,E,07202,2
WASHINGTON AVE,409,419,O,07202,2
WATERS EDGE LN,183,183,O,07206,1
WATSON AVE,3,25,O,07202,2
WATSON AVE,8,28,E,07202,2
WATSON AVE,35,51,O,07202,2
WATSON AVE,38,60,E,07202,2
WAVERLY PL,1242,1264,E,07208,4
WAVERLY PL,1247,1247,O,07208,4
WAVERLY PL,1249,1261,O,07208,4
WAVERLY PL,1263,1263,O,07208,4
WAVERLY PL,1356,1356,E,07208,4
WESTFIELD AVE,39,163,O,07208,4
WESTFIELD AVE,70,92,E,07208,4
WESTFIELD AVE,102,536,E,07208,3
WESTFIELD AVE,203,435,O,07208,3
WESTFIELD AVE,505,507,O,07208,3
WESTFIELD AVE,509,535,O,07208,3
WESTFIELD AVE,605,925,O,07208,3
WESTFIELD AVE,632,900,E,07208,3
WESTMINSTER AVE,342,460,E,07208,4
WESTMINSTER AVE,405,461,O,07208,4
WESTMINSTER AVE,462,734,E,07208,4
WESTMINSTER AVE,463,711,O,07208,4
WESTMINSTER AVE,737,747,O,07208,4
WESTMINSTER AVE,750,750,E,07208,4
WILDER ST,25,25,O,07208,4
WILDER ST,26,26,E,07208,4
WILDER ST,36,36,E,07208,4
WILLIAM ST,949,961,O,07201,5
WILLIAM ST,950,964,E,07201,5
WILLIAM ST,1009,1093,O,07201,5
WILLIAM ST,1010,1092,E,07201,5
WILLIAMS DR,5,7,O,07202,2
WILLIAMS DR,6,6,E,07202,2
WILLIAMSON ST,225,225,O,07202,6
WILLIAMSON ST,308,344,E,07202,6
WILLIAMSON ST,347,377,O,07202,2
WILLIAMSON ST,350,376,E,07202,2
WILSON TER,1,1,O,07208,3
WILSON TER,5,31,O,07208,3
WILSON TER,8,30,E,07208,3
WINFIELD SCOTT PLZ,10,20,E,07201,6
WINTHROP PL,404,424,E,07208,3
WINTHROP PL,417,421,O,07208,3
WOLSKI DR,1,3,O,07202,2
WOLSKI DR,2,4,E,07202,2
WYOMING AVE,615,749,O,07208,3
WYOMING AVE,618,744,E,07208,3
WYOMING AVE,805,891,O,07208,3
WYOMING AVE,832,890,E,07208,3
